resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
96624,"LASTRO COM MATERIAL GRANULAR (PEDRA BRITADA N.2), APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *10 CM*. AF_01/2024",Abstract Material,General,M3,164.41,164.41,164.41,164.41,1,BRL,16.78,0.1021,34,34,Acessibilidade,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Acessibilidade,Acessibilidade
43464,FERRAMENTAS - FAMILIA OPERADOR ESCAVADEIRA - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA),Labor,Labor,H,0.01,0.01,0.01,0.01,1,BRL,0.01,1.0,34,34,Livro SINAPI: Cálculos e Parâmetros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Livro SINAPI: Cálculos e Parâmetros,Livro SINAPI: Cálculos e Parâmetros
43488,EPI - FAMILIA OPERADOR ESCAVADEIRA - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA),Labor,Labor,H,0.82,0.82,0.82,0.82,1,BRL,0.82,1.0,34,34,Livro SINAPI: Cálculos e Parâmetros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Livro SINAPI: Cálculos e Parâmetros,Livro SINAPI: Cálculos e Parâmetros
94962,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Abstract Material,General,M3,376.61,376.61,376.61,376.61,1,BRL,191.11,0.5075,34,34,"Cercas, Protetores e Alambrados",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Cercas, Protetores e Alambrados","Cercas, Protetores e Alambrados"
104098,"TERMOFUSORA PARA TUBOS E CONEXÕES EM PPR COM DIÂMETROS DE 75 A 110 MM, POTÊNCIA DE *1100* W, TENSÃO 220 V - CHI DIURNO. AF_05/2022",Equipment,General,CHI,0.26,0.26,0.26,0.26,1,BRL,0.04,0.1441,33,33,Instalações Hidráulicas - Reservação e Bombas de Recalque,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações Hidráulicas - Reservação e Bombas de Recalque,Instalações Hidráulicas - Reservação e Bombas de Recalque
299,"ANEL BORRACHA, DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL",Material,General,UN,4.1,4.1,4.1,4.1,1,BRL,7.58,1.8485,33,33,"Instalações Prediais de Águas Pluviais - Tubos, Conexões, Caixas e Ralos",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Instalações Prediais de Águas Pluviais - Tubos, Conexões, Caixas e Ralos","Instalações Prediais de Águas Pluviais - Tubos, Conexões, Caixas e Ralos"
87298,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",Abstract Material,General,M3,622.54,622.54,622.54,622.54,1,BRL,7.94,0.0128,33,33,"Impermeabilização, Proteção Mecânica e Tratamento de Junta",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Impermeabilização, Proteção Mecânica e Tratamento de Junta","Impermeabilização, Proteção Mecânica e Tratamento de Junta"
103224,"PERFURATRIZ PARA FURO DIRECIONAL HORIZONTAL (HDD) COM CAPACIDADE ATÉ 89 KN, POTÊNCIA 24,8 HP A 80 HP (INCLUSO FERRAMENTAS E LOCALIZADOR) - CHP DIURNO. AF_05/2023",Equipment,General,CHP,0.0,0.0,0.0,0.0,0,BRL,0.0,0.0441,33,33,Perfuração Horizontal Direcional - HDD,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Perfuração Horizontal Direcional - HDD,Perfuração Horizontal Direcional - HDD
102734,"ARMAÇÃO DE SOLEIRA UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_07/2021",Abstract Material,General,KG,14.34,14.34,14.34,14.34,1,BRL,1118.04,77.9666,33,33,Bocas para Bueiros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Bocas para Bueiros,Bocas para Bueiros
4730,"PEDRA DE MAO OU PEDRA RACHAO PARA ARRIMO/FUNDACAO (POSTO PEDREIRA/FORNECEDOR, SEM FRETE)",Material,General,M3,112.2,112.2,112.2,112.2,1,BRL,119.28,1.0631,33,33,"Aterros, Bases, Sub bases e Imprimações",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Aterros, Bases, Sub bases e Imprimações","Aterros, Bases, Sub bases e Imprimações"
103225,"PERFURATRIZ PARA FURO DIRECIONAL HORIZONTAL (HDD) COM CAPACIDADE ATÉ 89 KN, POTÊNCIA 24,8 HP A 80 HP (INCLUSO FERRAMENTAS E LOCALIZADOR) - CHI DIURNO. AF_05/2023",Equipment,General,CHI,0.0,0.0,0.0,0.0,0,BRL,0.0,0.0664,33,33,Perfuração Horizontal Direcional - HDD,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Perfuração Horizontal Direcional - HDD,Perfuração Horizontal Direcional - HDD
1381,ARGAMASSA COLANTE AC I PARA CERAMICAS,Material,General,KG,0.75,0.75,0.75,0.75,1,BRL,5.25,6.9933,32,32,Revestimentos Cerâmicos Internos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Revestimentos Cerâmicos Internos,Revestimentos Cerâmicos Internos
90982,"COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - CHI DIURNO. AF_06/2015",Equipment,Compressors,CHI,19.03,19.03,19.03,19.03,1,BRL,14.24,0.7481,32,32,Concreto Projetado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Concreto Projetado,Concreto Projetado
37591,"SUPORTE MAO-FRANCESA EM ACO, ABAS IGUAIS 40 CM, CAPACIDADE MINIMA 70 KG, BRANCO",Material,Chemicals,UN,27.0,27.0,27.0,27.0,1,BRL,53.16,1.9688,32,32,Instalações de ar condicionado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações de ar condicionado,Instalações de ar condicionado
97096,"CONCRETAGEM DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, FCK 30 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_09/2021",Abstract Material,General,M3,541.94,541.94,541.94,541.94,1,BRL,114.32,0.2109,32,32,"Radier, Piso de Concreto e Laje sobre Solo",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Radier, Piso de Concreto e Laje sobre Solo","Radier, Piso de Concreto e Laje sobre Solo"
90979,"COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - CHP DIURNO. AF_06/2015",Equipment,Compressors,CHP,208.13,208.13,208.13,208.13,1,BRL,7.27,0.0349,32,32,Concreto Projetado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Concreto Projetado,Concreto Projetado
102726,"DRENO BARBACÃ, DN 50 MM, COM MATERIAL DRENANTE. AF_07/2021",Abstract Material,General,UN,26.39,26.39,26.39,26.39,1,BRL,6.6,0.25,32,32,Concreto Projetado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Concreto Projetado,Concreto Projetado
43476,FERRAMENTAS - FAMILIA OPERADOR ESCAVADEIRA - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA),Labor,Labor,MES,0.01,0.01,0.01,0.01,1,BRL,0.01,1.0,32,32,Livro SINAPI: Cálculos e Parâmetros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Livro SINAPI: Cálculos e Parâmetros,Livro SINAPI: Cálculos e Parâmetros
43500,EPI - FAMILIA OPERADOR ESCAVADEIRA - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA),Labor,Labor,MES,154.53,154.53,154.53,154.53,1,BRL,154.53,1.0,32,32,Livro SINAPI: Cálculos e Parâmetros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Livro SINAPI: Cálculos e Parâmetros,Livro SINAPI: Cálculos e Parâmetros
6212,"TABUA *2,5 X 30 CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",Material,General,M,23.48,23.48,23.48,23.48,1,BRL,267.65,11.3992,32,32,Dissipadores de Energia,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Dissipadores de Energia,Dissipadores de Energia
97083,"COMPACTAÇÃO MECÂNICA DE SOLO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM COMPACTADOR DE SOLOS A PERCUSSÃO. AF_09/2021",Abstract Material,General,M2,2.69,2.69,2.69,2.69,1,BRL,2.69,1.0,32,32,"Radier, Piso de Concreto e Laje sobre Solo",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Radier, Piso de Concreto e Laje sobre Solo","Radier, Piso de Concreto e Laje sobre Solo"
97087,"CAMADA SEPARADORA PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM LONA PLÁSTICA. AF_09/2021",Abstract Material,General,M2,2.36,2.36,2.36,2.36,1,BRL,2.54,1.075,32,32,"Radier, Piso de Concreto e Laje sobre Solo",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Radier, Piso de Concreto e Laje sobre Solo","Radier, Piso de Concreto e Laje sobre Solo"
87407,"ARGAMASSA INDUSTRIALIZADA PARA REVESTIMENTOS, MISTURA E PROJEÇÃO DE 1,5 M³/H DE ARGAMASSA. AF_08/2019",Abstract Material,General,M3,1614.58,1614.58,1614.58,1614.58,1,BRL,64.13,0.0397,32,32,Massa Única Externa,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Massa Única Externa,Massa Única Externa
5940,"PÁ CARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA 128 HP, CAPACIDADE DA CAÇAMBA 1,7 A 2,8 M3, PESO OPERACIONAL 11632 KG - CHP DIURNO. AF_06/2014",Equipment,General,CHP,181.28,181.28,181.28,181.28,1,BRL,5.49,0.0303,32,32,Demolições e Remoções,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Demolições e Remoções,Demolições e Remoções
5942,"PÁ CARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA 128 HP, CAPACIDADE DA CAÇAMBA 1,7 A 2,8 M3, PESO OPERACIONAL 11632 KG - CHI DIURNO. AF_06/2014",Equipment,General,CHI,64.39,64.39,64.39,64.39,1,BRL,2.66,0.0413,32,32,Demolições e Remoções,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Demolições e Remoções,Demolições e Remoções
88441,JARDINEIRO COM ENCARGOS COMPLEMENTARES,Labor,Labor,H,16.77,16.77,16.77,16.77,1,BRL,14.52,0.866,32,32,Paisagismo - Plantio,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Paisagismo - Plantio,Paisagismo - Plantio
5795,"MARTELETE OU ROMPEDOR PNEUMÁTICO MANUAL, 28 KG, COM SILENCIADOR - CHP DIURNO. AF_07/2016",Equipment,General,CHP,21.35,21.35,21.35,21.35,1,BRL,6.0,0.2812,32,32,Acessibilidade,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Acessibilidade,Acessibilidade
5952,"MARTELETE OU ROMPEDOR PNEUMÁTICO MANUAL, 28 KG, COM SILENCIADOR - CHI DIURNO. AF_07/2016",Equipment,General,CHI,18.84,18.84,18.84,18.84,1,BRL,23.41,1.2424,32,32,Acessibilidade,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Acessibilidade,Acessibilidade
88393,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - CHP DIURNO. AF_05/2023",Equipment,General,CHP,5.95,5.95,5.95,5.95,1,BRL,3.84,0.645,31,31,Argamassas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Argamassas,Argamassas
88398,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - CHI DIURNO. AF_05/2023",Equipment,General,CHI,1.35,1.35,1.35,1.35,1,BRL,2.86,2.1223,31,31,Argamassas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Argamassas,Argamassas
105944,CONCRETAGEM DE VALETA/ CANALETA MOLDADA IN LOCO. AF_05/2025,Abstract Material,General,M3,0.0,0.0,0.0,0.0,0,BRL,0.0,0.1893,31,31,"Canaletas, Grelhas e Caixas com Grelha para Drenagem",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Canaletas, Grelhas e Caixas com Grelha para Drenagem","Canaletas, Grelhas e Caixas com Grelha para Drenagem"
1358,"CHAPA/PAINEL DE MADEIRA COMPENSADA RESINADA (MADEIRITE RESINADO ROSA) PARA FORMA DE CONCRETO, DE 2200 X 1100 MM, E = 17 MM",Material,General,M2,27.53,27.53,27.53,27.53,1,BRL,41.98,1.5248,31,31,Bocas para Bueiros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Bocas para Bueiros,Bocas para Bueiros
92756,"PROTEÇÃO SUPERFICIAL DE CANAL EM GABIÃO TIPO COLCHÃO, ALTURA DE 23 CENTÍMETROS, ENCHIMENTO COM PEDRA DE MÃO TIPO RACHÃO - FORNECIMENTO E EXECUÇÃO. AF_03/2024",Abstract Material,General,M2,295.45,295.45,295.45,295.45,1,BRL,8942.29,30.2667,30,30,Bocas para Bueiros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Bocas para Bueiros,Bocas para Bueiros
100660,"ALIZAR DE 5X1,5CM PARA PORTA FIXADO COM PREGOS, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",Abstract Material,General,M,7.69,7.69,7.69,7.69,1,BRL,76.28,9.92,30,30,Esquadrias - Portas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esquadrias - Portas,Esquadrias - Portas
90106,"ESCAVAÇÃO MECANIZADA DE VALA COM PROFUNDIDADE ATÉ 1,5 M (MÉDIA MONTANTE E JUSANTE/UMA COMPOSIÇÃO POR TRECHO), RETROESCAV. (0,26 M3), LARGURA DE 0,8 M A 1,5 M, EM SOLO DE 1A CATEGORIA, LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_09/2024",Abstract Material,General,M3,6.78,6.78,6.78,6.78,1,BRL,3.16,0.4673,30,30,Drenos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Drenos,Drenos
100981,"CARGA, MANOBRA E DESCARGA DE ENTULHO EM CAMINHÃO BASCULANTE 6 M³ - CARGA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA DE 0,80 M³ / 111 HP) E DESCARGA LIVRE (UNIDADE: M3). AF_07/2020",Abstract Material,General,M3,8.2,8.2,8.2,8.2,1,BRL,0.13,0.0165,30,30,Execução de Grampo para Solo Grampeado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Execução de Grampo para Solo Grampeado,Execução de Grampo para Solo Grampeado
4415,"SARRAFO NAO APARELHADO *2,5 X 5* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM, PEROBA-ROSA OU EQUIVALENTE DA REGIAO - BRUTA",Material,General,M,3.97,3.97,3.97,3.97,1,BRL,37.65,9.4833,30,30,Estrutura e Trama para Cobertura,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Estrutura e Trama para Cobertura,Estrutura e Trama para Cobertura
88251,AUXILIAR DE SERRALHEIRO COM ENCARGOS COMPLEMENTARES,Labor,Labor,H,17.81,17.81,17.81,17.81,1,BRL,70.14,3.9381,30,30,Brises,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Brises,Brises
301,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688)",Material,General,UN,3.5,3.5,3.5,3.5,1,BRL,7.58,2.1667,30,30,Instalações Prediais de Esgoto - Tubos e Conexões,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações Prediais de Esgoto - Tubos e Conexões,Instalações Prediais de Esgoto - Tubos e Conexões
100659,"ALIZAR DE 5X1,5CM PARA PORTA FIXADO COM PREGOS, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",Abstract Material,General,M,11.45,11.45,11.45,11.45,1,BRL,113.58,9.92,30,30,Esquadrias - Portas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esquadrias - Portas,Esquadrias - Portas
91292,"BATENTE PARA PORTA DE MADEIRA, FIXAÇÃO COM ARGAMASSA, PADRÃO POPULAR. FORNECIMENTO E INSTALAÇÃO. AF_12/2019",Abstract Material,General,UN,296.86,296.86,296.86,296.86,1,BRL,296.86,1.0,30,30,Esquadrias - Portas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esquadrias - Portas,Esquadrias - Portas
90806,"BATENTE PARA PORTA DE MADEIRA, FIXAÇÃO COM ARGAMASSA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",Abstract Material,General,UN,380.3,380.3,380.3,380.3,1,BRL,380.3,1.0,30,30,Esquadrias - Portas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esquadrias - Portas,Esquadrias - Portas
92802,"CORTE E DOBRA DE AÇO CA-50, DIÂMETRO DE 8,0 MM. AF_06/2022",Abstract Material,General,KG,11.22,11.22,11.22,11.22,1,BRL,8.57,0.7641,30,30,Armação de Estacas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Armação de Estacas,Armação de Estacas
88269,GESSEIRO COM ENCARGOS COMPLEMENTARES,Labor,Labor,H,21.8,21.8,21.8,21.8,1,BRL,13.31,0.6105,29,29,Demolições e Remoções,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Demolições e Remoções,Demolições e Remoções
92743,"MURO DE GABIÃO, ENCHIMENTO COM PEDRA DE MÃO TIPO RACHÃO, DE GRAVIDADE, COM GAIOLAS DE COMPRIMENTO IGUAL A 2 M, PARA MUROS COM ALTURA MENOR OU IGUAL A 4 M - FORNECIMENTO E EXECUÇÃO. AF_03/2024",Abstract Material,General,M3,710.42,710.42,710.42,710.42,1,BRL,15212.79,21.4138,29,29,Bocas para Bueiros,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Bocas para Bueiros,Bocas para Bueiros
43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO",Material,General,KG,7.97,7.97,7.97,7.97,1,BRL,15.2,1.9073,29,29,Armação para Estruturas de Concreto Armado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Armação para Estruturas de Concreto Armado,Armação para Estruturas de Concreto Armado
3767,"LIXA EM FOLHA PARA PAREDE OU MADEIRA, NUMERO 120, COR VERMELHA",Material,General,UN,1.07,1.07,1.07,1.07,1,BRL,0.21,0.1925,29,29,Pintura Externa,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Pintura Externa,Pintura Externa
4777,"CANTONEIRA ACO ABAS IGUAIS (QUALQUER BITOLA), ESPESSURA ENTRE 1/8"" E 1/4""",Material,General,KG,10.69,10.69,10.69,10.69,1,BRL,273.05,25.5428,29,29,Esquadrias - Janelas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esquadrias - Janelas,Esquadrias - Janelas
12815,FITA CREPE ROLO DE *25* MM X 50 M,Material,General,UN,7.46,7.46,7.46,7.46,1,BRL,0.41,0.0552,29,29,Fachadas com Placas Cerâmicas e Granito - Insertadas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Fachadas com Placas Cerâmicas e Granito - Insertadas,Fachadas com Placas Cerâmicas e Granito - Insertadas
14153,"FITA METALICA PERFURADA, L = *18* MM, ROLO DE 30 M, CARGA RECOMENDADA = *30* KGF",Material,Steel & Metal,UN,55.49,55.49,55.49,55.49,1,BRL,2.92,0.0526,29,29,Instalações Elétricas - Rede de Distribuição,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações Elétricas - Rede de Distribuição,Instalações Elétricas - Rede de Distribuição
45158,"PARAFUSO DE ACO TIPO CHUMBADOR PARABOLT, DIAMETRO 1/2"", COMPRIMENTO 100 MM",Material,Fasteners,UN,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0999,28,28,Estruturas de Madeira,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Estruturas de Madeira,Estruturas de Madeira
4343,"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 4"", COM PORCA E ARRUELA",Material,General,UN,5.17,5.17,5.17,5.17,1,BRL,5.69,1.1,28,28,Estruturas de Madeira,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Estruturas de Madeira,Estruturas de Madeira
45147,"LOCACAO DIARIA DO CONJUNTO COM BARCO / EMBARCACAO PARA TRANSPORTE FLUVIAL/ MARITIMO, CONTENDO EMPURRADOR POTENCIA 250 HP, E BALSA COM CAPACIDADE DE 200 A 600 TONELADAS, INCLUI TRIPULACAO E DEMAIS ITENS PARA FUNCIONAMENTO COMPLETO",Material,Chemicals,DIA,0.0,0.0,0.0,0.0,0,BRL,0.0,0.0263,28,28,Transporte Fluvial - Carga e Descarga,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Transporte Fluvial - Carga e Descarga,Transporte Fluvial - Carga e Descarga
95576,"MONTAGEM DE ARMADURA DE ESTACAS, DIÂMETRO = 8,0 MM. AF_09/2021_PS",Abstract Material,General,KG,13.59,13.59,13.59,13.59,1,BRL,25.01,1.8402,28,28,"Estacas Broca, Strauss e Escavada com Fluido Estabilizante",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Estacas Broca, Strauss e Escavada com Fluido Estabilizante","Estacas Broca, Strauss e Escavada com Fluido Estabilizante"
9869,"TUBO PVC, SOLDAVEL, DE 32 MM, AGUA FRIA (NBR-5648)",Material,General,M,10.42,10.42,10.42,10.42,1,BRL,17.21,1.6516,28,28,Drenagem de ar condicionado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Drenagem de ar condicionado,Drenagem de ar condicionado
97734,"PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024",Abstract Material,General,M3,2512.6,2512.6,2512.6,2512.6,1,BRL,140.5,0.0559,28,28,Caixas Enterradas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas Enterradas,Caixas Enterradas
97113,APLICAÇÃO DE LONA PLÁSTICA PARA EXECUÇÃO DE PAVIMENTOS DE CONCRETO. AF_04/2022,Abstract Material,General,M2,2.35,2.35,2.35,2.35,1,BRL,2.27,0.9647,27,27,Pavimento Rígido de Concreto,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Pavimento Rígido de Concreto,Pavimento Rígido de Concreto
97115,APLICAÇÃO DE GRAXA EM BARRAS DE TRANSFERÊNCIA PARA EXECUÇÃO DE PAVIMENTO DE CONCRETO. AF_04/2022,Abstract Material,General,KG,47.11,47.11,47.11,47.11,1,BRL,2.88,0.0611,27,27,Pavimento Rígido de Concreto,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Pavimento Rígido de Concreto,Pavimento Rígido de Concreto
21138,"MOURAO ROLICO DE MADEIRA TRATADA, D = 8 A 11 CM, H = 2,20 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO (PARA CERCA)",Material,General,M,8.68,8.68,8.68,8.68,1,BRL,1.55,0.1782,27,27,"Cercas, Protetores e Alambrados",SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),"Cercas, Protetores e Alambrados","Cercas, Protetores e Alambrados"
101623,"PREPARO DE FUNDO DE VALA COM LARGURA MENOR QUE 1,5 M, COM CAMADA DE BRITA, LANÇAMENTO MECANIZADO. AF_08/2020",Abstract Material,General,M3,252.0,252.0,252.0,252.0,1,BRL,100.09,0.3972,27,27,Caixas Enterradas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas Enterradas,Caixas Enterradas
45149,"LOCACAO DIARIA DO CONJUNTO COM BARCO / EMBARCACAO PARA TRANSPORTE FLUVIAL/ MARITIMO, CONTENDO EMPURRADOR POTENCIA 475 HP, E BALSA COM CAPACIDADE DE 1000 A 1500 TONELADAS, INCLUI TRIPULACAO E DEMAIS ITENS PARA FUNCIONAMENTO COMPLETO",Material,Chemicals,DIA,0.0,0.0,0.0,0.0,0,BRL,0.0,0.0165,27,27,Transporte Fluvial - Carga e Descarga,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Transporte Fluvial - Carga e Descarga,Transporte Fluvial - Carga e Descarga
45150,"LOCACAO DIARIA DO CONJUNTO COM BARCO / EMBARCACAO PARA TRANSPORTE FLUVIAL/ MARITIMO, CONTENDO EMPURRADOR POTENCIA 600 HP, E BALSA COM CAPACIDADE DE 1500 A 2000 TONELADAS, INCLUI TRIPULACAO E DEMAIS ITENS PARA FUNCIONAMENTO COMPLETO",Material,Chemicals,DIA,0.0,0.0,0.0,0.0,0,BRL,0.0,0.0138,27,27,Transporte Fluvial - Carga e Descarga,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Transporte Fluvial - Carga e Descarga,Transporte Fluvial - Carga e Descarga
90644,"BOMBA TRIPLEX, PARA INJEÇÃO DE NATA DE CIMENTO, VAZÃO MÁXIMA DE 100 LITROS/MINUTO, PRESSÃO MÁXIMA DE 70 BAR - CHI DIURNO. AF_06/2015",Equipment,General,CHI,8.04,8.04,8.04,8.04,1,BRL,1.82,0.2264,27,27,Concreto Protendido,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Concreto Protendido,Concreto Protendido
42409,"AGENTE DE CURA, PROTETOR DA EVAPORACAO DA AGUA DE HIDRATACAO DO CONCRETO",Material,General,KG,15.2,15.2,15.2,15.2,1,BRL,6.08,0.4,27,27,Pavimento Rígido de Concreto,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Pavimento Rígido de Concreto,Pavimento Rígido de Concreto
90643,"BOMBA TRIPLEX, PARA INJEÇÃO DE NATA DE CIMENTO, VAZÃO MÁXIMA DE 100 LITROS/MINUTO, PRESSÃO MÁXIMA DE 70 BAR - CHP DIURNO. AF_06/2015",Equipment,General,CHP,29.34,29.34,29.34,29.34,1,BRL,0.9,0.0306,27,27,Concreto Protendido,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Concreto Protendido,Concreto Protendido
40270,"VIGA DE ESCORAMENTO H20, DE MADEIRA, PESO DE 5,00 A 5,20 KG/M, COM EXTREMIDADES PLASTICAS",Material,General,M,125.53,125.53,125.53,125.53,1,BRL,4.77,0.038,26,26,Fôrmas para Estruturas de Concreto Armado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Fôrmas para Estruturas de Concreto Armado,Fôrmas para Estruturas de Concreto Armado
